Nama User;Ulasan;Rating;Tanggal;Likes;Versi App;;;
Pengguna Google;oke....;4;31/12/2025 16.59;0;0,159050926;;;
Pengguna Google;Mntapp;5;31/12/2025 16.57;0;;;;
Pengguna Google;sangat puad;5;31/12/2025 16.56;0;0,159050926;;;
Pengguna Google;good aplikasi;5;31/12/2025 16.55;0;0,159050926;;;
Pengguna Google;Kenapa saya buka aplikasi dana,selalu gangguan...;5;31/12/2025 16.54;0;0,159039352;;;
Pengguna Google;oke;5;31/12/2025 16.54;0;0,13056713;;;
Pengguna Google;aplikasi dompet digital the best;5;31/12/2025 16.54;0;0,159050926;;;
Pengguna Google;ini gimana sih buat beli bintang di facebook kox eror trus ...udh 4 gak bisa buat beli adnya cuma erorr terus;1;31/12/2025 16.52;0;0,159050926;;;
Pengguna Google;kenapaa fitur dana cicil belom keluar padahal saya sudah menyetujui semuanya;5;31/12/2025 16.51;0;;;;
Pengguna Google;baik;3;31/12/2025 16.50;0;0,159050926;;;
Pengguna Google;apk sangat bagus;5;31/12/2025 16.47;0;0,159050926;;;
Pengguna Google;transaksi qris saya tgl 25 Desember 2025, status berhasil tapi merchant blum menerima, buat laporan yang menanggapi robot, uang saya hilang, tidak di kembalikan. sudah melakukan pengaduan, tapi tidak di respon. buruk pelayanan cs dana. uang saya di tilep dana;1;31/12/2025 16.47;0;0,159050926;;;
Pengguna Google;baik;5;31/12/2025 16.38;0;0,159050926;;;
Pengguna Google;aplikasi yang sangat buruk keamanan nya. kalo transaksi salah ketik nomor pihak aplikasi GX ada pertanggung jawabannya. Indira di tanya GX nyambung;1;31/12/2025 16.38;0;0,159050926;;;
Pengguna Google;mantap sekali;5;31/12/2025 16.37;0;0,159050926;;;
Pengguna Google;dana cicil di aplikasi sedang tidak tersedia...saya sudah menghubungi diyana tapi tidak bisa membantu...tolong lah permudah masalah dana cicil saya;3;31/12/2025 16.37;0;0,159050926;;;
Pengguna Google;oke mantap;4;31/12/2025 16.37;0;0,159050926;;;
Pengguna Google;dari belajar dunia teknologi sekarang menjadi pemula calon sukses;5;31/12/2025 16.37;0;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 16.35;0;0,159050926;;;
Pengguna Google;"sengaja ta kasi bintang lima biar dibaca, kenapa susah banget login padahal nomor masih aktif trus sering tiba"" keluar aplikasi";5;31/12/2025 16.34;0;0,159050926;;;
Pengguna Google;oke;5;31/12/2025 16.34;0;;;;
Pengguna Google;apa apa nya harus dilimit semua ada limit nya minimal limit nya 500 ribu kek;1;31/12/2025 16.32;0;;;;
Pengguna Google;oyah bagus juga dana Oya ko dana saya ga ada dana cicil;5;31/12/2025 16.32;0;0,159050926;;;
Pengguna Google;mantf;5;31/12/2025 16.32;0;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 16.31;0;0,159050926;;;
Pengguna Google;banyak sekali kecewanya, saya tidak merasa mengaktifkan asuransi, eh,, tahu-tahunya pas saya melakukan pembayaran QRis diwarung kok ada transaksi asuransi juga, semakin kesini semakin payah nih dana, banyak saldo yang hilang, semoga bangkrut dan semoga pengguna dana yang lain bisa berpindah ke e-walet yang lain.;1;31/12/2025 16.30;0;;;;
Pengguna Google;sangat Baik👍;5;31/12/2025 16.28;0;0,159050926;;;
Pengguna Google;baik;5;31/12/2025 16.26;0;0,158344907;;;
Pengguna Google;memuaskan;5;31/12/2025 16.23;0;0,157638889;;;
Pengguna Google;semakin hari semakin gajelas,yakali duit gw ke kirim sendiri,tiba² ada notif pembayaran sukses,padahal ngga melakukan transaksi sama sekali;1;31/12/2025 16.21;0;0,159050926;;;
Pengguna Google;baik;5;31/12/2025 16.15;0;;;;
Pengguna Google;keren;5;31/12/2025 16.15;0;;;;
Pengguna Google;sangat puas dan membatu sekali trimakasih min;5;31/12/2025 16.13;0;0,159050926;;;
Pengguna Google;oke;5;31/12/2025 16.09;0;0,159050926;;;
Pengguna Google;jgan pakek aplikasi ini ,uang sya 800 hilang sisa 300 ,tingkat kemanannya jelek;1;31/12/2025 16.09;0;;;;
Pengguna Google;ok;5;31/12/2025 16.08;0;0,159050926;;;
Pengguna Google;Baik;5;31/12/2025 16.07;0;0,159050926;;;
Pengguna Google;"sangat buruk, mau tf aja sek harus upgrade ke premium. sedangkan mau upgrade nggak bisa"" dengan alasan ktp udh pernah dipakek di akun sebelumnya. trsdi saranin buat pemindahan akun. pas mau pemindahan akun gagal trs. pokoknya ribet pol. udah nggak mau lagi pakek apk ini, mending pakek yang lain aja";1;31/12/2025 15.59;0;;;;
Pengguna Google;jozz;5;31/12/2025 15.59;0;0,157638889;;;
Pengguna Google;dana sangat bagus;5;31/12/2025 15.58;0;;;;
Pengguna Google;Adminnya murah;5;31/12/2025 15.56;0;0,159050926;;;
Pengguna Google;sangat kecewa setelah update dana malah gk bisa login sangat anehh;1;31/12/2025 15.56;0;0,159050926;;;
Pengguna Google;Saya kasih lima bintang aplikasi bagus sangat membantu mentransfer uang.;5;31/12/2025 15.53;0;0,159050926;;;
Pengguna Google;saya belum ada dana instan;5;31/12/2025 15.52;0;0,159050926;;;
Pengguna Google;ngUPDATE jd ga bs login ulang..aneh..semua udh ku lakukan boss..tetap j gtu...pa pengaruh hp jadul?;1;31/12/2025 15.52;0;0,159050926;;;
Pengguna Google;tong pihak dana proses perpindahan saldo dari akun lama ke akun baru saya sudah berhasil transfer KYC dan sudah premium namun saldo masih belum kembali;1;31/12/2025 15.48;0;0,159050926;;;
Pengguna Google;Sistem sedang sibuk, bagai mana ini?? Jadi susah dan ribet kalau begini aplikasih tidak dapat di gunakan ini sama hallnya error👎👎👎;1;31/12/2025 15.46;0;0,159050926;;;
Pengguna Google;lumayan;1;31/12/2025 15.44;0;0,159050926;;;
Pengguna Google;ok bgt;5;31/12/2025 15.44;0;0,159050926;;;
Pengguna Google;Semoga dapat dana ciicl;5;31/12/2025 15.42;0;;;;
Pengguna Google;kok makin lama makin aneh dana nya nggak bisa login maaf saya kecewa kasih bintang 1,😤😤😤;1;31/12/2025 15.41;0;0,159050926;;;
Pengguna Google;blokir aja app dana itu .masa beli pekt hp 16 gb 62.000 yang .masuk 2 gb aja kan tolol;1;31/12/2025 15.40;0;;;;
Pengguna Google;GG apk;5;31/12/2025 15.38;0;0,153483796;;;
Pengguna Google;sangat bagus;5;31/12/2025 15.38;0;;;;
Pengguna Google;sangat berguna;5;31/12/2025 15.37;0;0,159050926;;;
Pengguna Google;baik;4;31/12/2025 15.34;0;0,159050926;;;
Pengguna Google;sangat baik;5;31/12/2025 15.33;0;0,159050926;;;
Pengguna Google;ternyata hp saya tdk bisa lagi install dana..... kmarenan bulan yg lalu bisa..... semakin anehhh;1;31/12/2025 15.32;0;02.49.01;;;
Pengguna Google;praktis;5;31/12/2025 15.32;0;0,159050926;;;
Pengguna Google;penjuang rupiah;5;31/12/2025 15.31;0;0,159050926;;;
Pengguna Google;jos;5;31/12/2025 15.30;0;0,159050926;;;
Pengguna Google;akun wajib minta code otp sedangkan kartunya sudah tidak aktif;1;31/12/2025 15.29;0;;;;
Pengguna Google;aplikasi ribed nya minta ampun,nomor ga aktip mau masuk nya ajh susah bngt gimana mau mindahin nmr baru nya.mana saldo nya masih ada..tunggu bbrapa hari lamaaaaa nya ..parah apk ini bener.;1;31/12/2025 15.29;0;;;;
Pengguna Google;haaaaaah akun premium di non aktifkan cuma karena gak bayar dana protect padahl saya gak aktifkan dana protect;3;31/12/2025 15.28;0;0,138900463;;;
Pengguna Google;bagus;5;31/12/2025 15.28;0;;;;
Pengguna Google;Baru mulai mau memakai Dana;5;31/12/2025 15.28;0;;;;
Pengguna Google;aplikasi yg sangat baik dan patut semua orang harus memiliki;5;31/12/2025 15.28;0;0,159050926;;;
Pengguna Google;ok si;5;31/12/2025 15.27;0;0,159050926;;;
Pengguna Google;di DANA saya belum ada fitur dana instan bagiamana cara mengaktifkan;2;31/12/2025 15.27;0;0,159050926;;;
Pengguna Google;mntap skli...;5;31/12/2025 15.24;0;0,159050926;;;
Pengguna Google;asek geboi;5;31/12/2025 15.23;0;0,159050926;;;
Pengguna Google;akun dana non premium gara-gara mau tf harus otp, chat diana disuruh memindahkan akun dengan ganti nomor eh saldonya tetep di akun yang lama, gabisa tf atau kirim ke sesama dana bahkan pake qris malah muncul notif alasan keamanan. gimana maunya sih astaga;1;31/12/2025 15.23;0;;;;
Pengguna Google;mantap;4;31/12/2025 15.18;0;0,158344907;;;
Pengguna Google;NYESEL BANGET DOWNLOAD APK INI, AKUNNYA KE BAJAK, DATA DIRI SAYA BOCOR SEMUA TERMASUK KTP, GA ADA CS MANUSIA REAL, ADANYA AI DOANG. GILIRAN MAU HAPUS AKUN DAN DATA RIBET BANGET SEGALA HARUS DAFTAR EMAIL, INI DATA SAYA UDAH BOCOR SEMUA MASIH AJA HARUS NAMBAH2 CUMA BUAT HAPUS DATA. SENGAJA BINTANG LIMA BIAR KEBACA, YANG MAU DOWNLOAD PIKIR2 DULU DEH!;5;31/12/2025 15.18;0;0,159050926;;;
Pengguna Google;jossss;5;31/12/2025 15.17;0;0,159050926;;;
Pengguna Google;praktis cepat hemat;5;31/12/2025 15.17;0;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 15.16;0;0,159050926;;;
Pengguna Google;dana cicil saya kenapa tidak bisa di pake lagi;1;31/12/2025 15.14;2;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 15.13;0;0,159050926;;;
Pengguna Google;sangat bagus;5;31/12/2025 15.11;0;0,143055556;;;
Pengguna Google;ayo dong percepat lagi kinerjanya terutama dalam kirim uang ke semua aplikasi e-wallet apa lagi di hari hari besar nasional dan tahun baru. pasti ada aja yang gagal di transaksinya, apalagi di hari itu (mungkin) lagi banyak banyaknya transaksi maka dengan itu di tambah lagi kinerjanya semoga keluhan yang saya sampaikan dapat di dengar oleh tim pihak bersangkutan tanpa mengurangi rasa hormat terimakasih;5;31/12/2025 15.11;0;0,159050926;;;
Pengguna Google;Baik 👍;5;31/12/2025 15.07;0;0,159050926;;;
Pengguna Google;sesuai bintang 😊;5;31/12/2025 15.05;0;0,159050926;;;
Pengguna Google;saya ingin menjadi pengguna beta agar bisa meminjam dana cicil;2;31/12/2025 15.02;0;0,159050926;;;
Pengguna Google;sangat bagus;5;31/12/2025 15.00;0;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 14.58;0;0,154872685;;;
Pengguna Google;mantap;5;31/12/2025 14.57;0;0,159050926;;;
Pengguna Google;kok yang saya ngak ada fitur dana cicil sama dana instan nya ya ,tolong di perbaiki lagi;5;31/12/2025 14.57;0;0,159050926;;;
Pengguna Google;Mantap;5;31/12/2025 14.56;0;0,158344907;;;
Pengguna Google;aplk Danasangat membantu dan mudah untuk digunakan;5;31/12/2025 14.55;0;0,159050926;;;
Pengguna Google;Dana sering membuat masalah trasfer saat ganti nomor awal liris semuanya baik baik saja tapi ,sekarang tidak mungkin di dana ada juga orang yg korupsi;1;31/12/2025 14.55;0;0,159050926;;;
Pengguna Google;saya kasih bintang satu karna setelah saya upgret sudah ga bisa masuk lagi ke akun dana.. mau masuk selalu bolak balik masukan nomer telpon lagi.. nyesel saya tadi upgraet dana;2;31/12/2025 14.54;0;0,159050926;;;
Pengguna Google;kenapa di dana saya ngga muncul fitur dana cicilannya;4;31/12/2025 14.53;0;0,159050926;;;
Pengguna Google;aktifkan kembali akun DANA saya;4;31/12/2025 14.50;0;;;;
Pengguna Google;sip bermanfaat;5;31/12/2025 14.48;0;0,159050926;;;
Pengguna Google;mohon munculkan dana cicil;5;31/12/2025 14.46;0;0,159050926;;;
Pengguna Google;Cek aktivitas tidak berpungsi DANA ELORRRRR;1;31/12/2025 14.46;0;0,159050926;;;
Pengguna Google;👍👍;4;31/12/2025 14.46;0;0,159039352;;;
Pengguna Google;bagus;5;31/12/2025 14.45;0;0,157638889;;;
Pengguna Google;Bagus;5;31/12/2025 14.44;0;0,159050926;;;
Pengguna Google;oke;5;31/12/2025 14.39;0;0,159050926;;;
Pengguna Google;bagus, terbaik.;5;31/12/2025 14.39;0;0,156944444;;;
Pengguna Google;bagus;5;31/12/2025 14.37;0;0,136805556;;;
Pengguna Google;mulai gak jelas;1;31/12/2025 14.36;0;0,159050926;;;
Pengguna Google;ga ada fitur terbaru dari dana menyebalkan;1;31/12/2025 14.35;0;0,159050926;;;
Pengguna Google;ahh;5;31/12/2025 14.34;0;0,159050926;;;
Pengguna Google;sangat membantu;5;31/12/2025 14.33;0;0,159050926;;;
Pengguna Google;Tiba tiba dapat saldo 50 ribu dari dana, terima kasih ya dana 😍;5;31/12/2025 14.31;0;0,159050926;;;
Pengguna Google;tapi sayang nya dana cicil saya gak bisa ambil;5;31/12/2025 14.31;0;0,159050926;;;
Pengguna Google;puas;5;31/12/2025 14.29;0;0,159050926;;;
Pengguna Google;bagus;4;31/12/2025 14.28;0;;;;
Pengguna Google;aplikasi nya bagus 👍👍;5;31/12/2025 14.27;0;0,12849537;;;
Pengguna Google;Terimakasih Dana telah memberikan Dana Protection serta kebijakannya untuk dana saya yang hilang telah terganti walapun hanya di 50%, dari total kehilangan saya oleh pihak yang tak bertanggung jawab.;5;31/12/2025 14.26;0;0,148622685;;;
Pengguna Google;paling mudah transaksi tanpa ribet👍;5;31/12/2025 14.22;0;0,159050926;;;
Pengguna Google;pelayanan sangat buruk, beberapa kali saldo hilang sendiri dan tidak pernah diganti meskipun seringkali komplain.....biaya transfer juga jauh lebih mahal dibandingkan penyedia layanan lainnya .....dah uninstall;1;31/12/2025 14.22;2;0,133333333;;;
Pengguna Google;tolong aktifkan dana cicil sya ka..;5;31/12/2025 14.21;0;0,159050926;;;
Pengguna Google;mau beli paket data kembali terus uangnya gak jelas;1;31/12/2025 14.19;0;;;;
Pengguna Google;keren;5;31/12/2025 14.19;0;0,159050926;;;
Pengguna Google;sangat bermanfaat;5;31/12/2025 14.19;0;0,159050926;;;
Pengguna Google;bagus transaksinya;4;31/12/2025 14.18;0;0,158344907;;;
Pengguna Google;sangat baik ..mudah untuk dilakukan pengiriman;5;31/12/2025 14.17;0;0,159050926;;;
Pengguna Google;saya puas;5;31/12/2025 14.17;0;0,151388889;;;
Pengguna Google;mantap;5;31/12/2025 14.14;0;0,159050926;;;
Pengguna Google;membantu sekali;5;31/12/2025 14.13;0;0,159050926;;;
Pengguna Google;udah mau seminggu nggak bisa login juga udah ganti no di suruh sama cs udh 4 nomor baru tetap gak bisa juga akibat no gak aktif hangus ya lah saya iklasin aja gak percaya lagi saya sam amodus aplikasi ini , kecewa uang bnyak tidak bisa masuk aplikasi otp gak bakalan bisa di dapat kan karena kartu udah mati cht pihak dana gak ada solusi, buat seorang jngn simpan uang disini Saya sendiri sudah di rugikan pihak dana saya merasakan tertipu oleh pihak dana saya uninstall sekarang juga, wasalam;1;31/12/2025 14.12;0;;;;
Pengguna Google;aplikasi nya sering melakukan transaksi otomatis. uang yang seharusnya tersimpan, malah hangus. TOLONG DI PERBAIKI LAGI SISTEM NYA!!;1;31/12/2025 14.12;0;0,159050926;;;
Pengguna Google;ahhh ternyata dana kga SE aman itu parah si nyesel nya;5;31/12/2025 14.11;0;0,159050926;;;
Pengguna Google;sangat baik;5;31/12/2025 14.11;0;0,159050926;;;
Pengguna Google;baik;5;31/12/2025 14.10;0;;;;
Pengguna Google;Mohon di bantu caranya membuat pin karna saya sudah beberapa x masukin pin srlalu gagal;3;31/12/2025 14.07;0;0,153483796;;;
Pengguna Google;belom daftar tapi disuru masuk kan pin, kirain di suruh buat pin.. dah di buat pin nya malah salah katanya seakan akan nomor udah terdaftar.. bodo lah..;1;31/12/2025 14.06;0;0,159050926;;;
Pengguna Google;aplikasi terpercaya the best;5;31/12/2025 14.06;0;0,159050926;;;
Pengguna Google;tolong tambah limit dana instan saya bos ku;5;31/12/2025 14.04;0;0,159050926;;;
Pengguna Google;lebih mudah dan murah;5;31/12/2025 14.02;0;0,159050926;;;
Pengguna Google;baik sekali;3;31/12/2025 14.00;0;0,158344907;;;
Pengguna Google;okeh;5;31/12/2025 14.00;0;0,159050926;;;
Pengguna Google;mantap;5;31/12/2025 13.58;0;0,150694444;;;
Pengguna Google;bosku knp dana cicil saya tidak ada padahal sudah premium dan saya selalu mengunakan aplikasi dana;5;31/12/2025 13.57;0;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 13.56;0;0,159050926;;;
Pengguna Google;puas;4;31/12/2025 13.55;0;0,159050926;;;
Pengguna Google;sangat bagus;5;31/12/2025 13.54;0;0,159050926;;;
Pengguna Google;sangat baik;5;31/12/2025 13.52;0;0,159050926;;;
Pengguna Google;keren sangat membantu dan percaya;5;31/12/2025 13.51;0;0,159050926;;;
Pengguna Google;ok;5;31/12/2025 13.51;0;0,159050926;;;
Pengguna Google;sering bayar;5;31/12/2025 13.50;0;0,159050926;;;
Pengguna Google;aku suka banget dana ini;5;31/12/2025 13.50;0;;;;
Pengguna Google;bagus;5;31/12/2025 13.48;0;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 13.47;0;;;;
Pengguna Google;baik;5;31/12/2025 13.47;0;0,159050926;;;
Pengguna Google;"udah beberapa kali di perbarui dana cicil nya gak muncul""";3;31/12/2025 13.41;0;0,159050926;;;
Pengguna Google;aplikasi taii....bertahun tahun make....perihal dana cicil aja GK disetujui ..kan bisa liat history transaksi gw dari sekian kian tahun .....;1;31/12/2025 13.38;0;;;;
Pengguna Google;bgus!!!!;5;31/12/2025 13.37;0;0,157638889;;;
Pengguna Google;josss poko e;5;31/12/2025 13.34;0;0,157638889;;;
Pengguna Google;ok;5;31/12/2025 13.32;0;0,159050926;;;
Pengguna Google;mantap;5;31/12/2025 13.31;0;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 13.30;0;0,157638889;;;
Pengguna Google;terima kasih DANA,semua urusan lebih mudah dan lebih cepat dengan menggunakan apk dana.!!!;5;31/12/2025 13.29;0;0,159050926;;;
Pengguna Google;maaf sy kasih satu bintang ..kenapa tetep enggak bisa di pake apk dana nya udah lebih 5 kali saya mengunduh apk nya ttp enggak bisa di buka dan muncul peringatan apk dirusak;1;31/12/2025 13.29;1;0,159050926;;;
Pengguna Google;jos;5;31/12/2025 13.29;0;0,159050926;;;
Pengguna Google;menarik;5;31/12/2025 13.28;0;0,159050926;;;
Pengguna Google;mudah;5;31/12/2025 13.28;0;;;;
Pengguna Google;ok;5;31/12/2025 13.25;0;0,159050926;;;
Pengguna Google;saya sangat puas pakai aplikasi dana bisa kirim ke mana saja tanpa biyaya tambahan;5;31/12/2025 13.25;0;0,159050926;;;
Pengguna Google;susah masuk gara gara update;5;31/12/2025 13.23;0;0,159050926;;;
Pengguna Google;Cepat;5;31/12/2025 13.22;0;;;;
Pengguna Google;sangatmembantu;5;31/12/2025 13.21;0;0,159050926;;;
Pengguna Google;terpercaya;5;31/12/2025 13.21;0;0,159050926;;;
Pengguna Google;tahuhan pake dana cicil gak menguntungkan penggunanya. mending apus saja. gak jelas dana cicil da gak bisa di gunakqlan malah sekrang di hilangkan nyoba juga lom. aflikasi gak jelas gw unistal ja lah aflikasi gak jelas;3;31/12/2025 13.20;0;0,158344907;;;
Pengguna Google;cukup bagus;3;31/12/2025 13.17;0;0,158344907;;;
Pengguna Google;bagus aplikasidana, permudah urusan jadi online dan cepat dan terpercaya...;5;31/12/2025 13.17;0;;;;
Pengguna Google;dana semakin maju;5;31/12/2025 13.16;0;0,159050926;;;
Pengguna Google;sangat membantu;5;31/12/2025 13.12;0;0,154872685;;;
Pengguna Google;mntappp;3;31/12/2025 13.12;0;0,159050926;;;
Pengguna Google;mantap;5;31/12/2025 13.12;0;0,156944444;;;
Pengguna Google;aplikasi ini sangat membantu kita;5;31/12/2025 13.11;0;0,159050926;;;
Pengguna Google;sangat membantu;5;31/12/2025 13.10;0;0,159050926;;;
Pengguna Google;terkait apk ini... saya merasa kecewa.. d sini ada fitur dana cicil. tapi gak bisa d gunakan limit tersedia.. tapi pas mau melakukan pembayaran transaksi. kok belum tersedia fitur dana cicil tsb;2;31/12/2025 13.09;0;0,159050926;;;
Pengguna Google;sangat baik;5;31/12/2025 13.09;0;0,159050926;;;
Pengguna Google;Service excellent;5;31/12/2025 13.08;0;0,159050926;;;
Pengguna Google;sangat cocok buat kita.;5;31/12/2025 13.07;0;0,159050926;;;
Pengguna Google;sangat bermanfaat , di admin nya sangat berat sihhhh;5;31/12/2025 13.06;0;0,159050926;;;
Pengguna Google;bagus;5;31/12/2025 13.06;0;0,159050926;;;
Pengguna Google;tolong ada bug sedikit pas mau keluar apk nya itu susah jd harus d paksa keluarnya;5;31/12/2025 13.04;0;0,159050926;;;
Pengguna Google;sangat bagus;5;31/12/2025 13.04;0;0,159050926;;;
Pengguna Google;josss;4;31/12/2025 13.02;0;0,159050926;;;
Pengguna Google;tidak ada dana cicil;5;31/12/2025 13.01;0;;;;
Pengguna Google;saya bertransaksi dengan aplikasi dana sangat memudahkan saya.;1;31/12/2025 13.00;0;0,159050926;;;
Pengguna Google;sangat senang;5;31/12/2025 12.59;0;0,159050926;;;
Pengguna Google;baik;5;31/12/2025 12.57;0;0,147916667;;;
Pengguna Google;bagus, mempermudah dalam pembay;5;31/12/2025 12.56;0;0,159039352;;;
Pengguna Google;sejauh ini aplikasi dana sangat bagus;5;31/12/2025 12.54;0;0,158344907;;;
Pengguna Google;ok;5;31/12/2025 12.53;0;0,159050926;;;
Pengguna Google;semoga tetap aman dan terpercaya;5;31/12/2025 12.53;0;0,159050926;;;
Pengguna Google;mantap;5;31/12/2025 12.53;0;0,159050926;;;
Pengguna Google;gila bangett, Diana ga pernah bisa diajak kerja sama, tolong saya mau buat akun baru tapi nomor ter proteksi. niat mau ganti ktp malah disuruh ganti nomor gila bangetttttttttt. butuh dana buat transaksi malah Diana nya kaya gitu;2;31/12/2025 12.51;0;0,159050926;;;
Pengguna Google;aplikasi tidak jelas aplikasi rusak;5;31/12/2025 12.48;0;;;;
Pengguna Google;memudahkan untuk transaksi;5;31/12/2025 12.47;0;0,15;;;
Pengguna Google;bGus;5;31/12/2025 12.47;0;0,159050926;;;
Pengguna Google;TOLONG AKTIF KAN AKSES DANA CICIL SAYA, SAYA MENGGUNAKAN APK DANA SUDAH BERTAHUN-TAHUN NAMUN KENAPA TIDAK MUNCUL FITUR DANA CICINYA;4;31/12/2025 12.47;0;0,159050926;;;
Pengguna Google;sangat membatu;3;31/12/2025 12.44;0;0,159050926;;;
Pengguna Google;mantap;5;31/12/2025 12.43;0;0,159050926;;;
Pengguna Google;sama aja kayak kemarin saya udah minta tolong Diana tapi tetap aja gak bisa bisa pake WhatsApp kirim kartu OTP aja susah waktu pake wajah bilang nya cahaya nya gak terang apalah gak jelas kata nya nomor ku nggak aktif apalah Diana tuh cuman robot yg gak bisa nyelesain masalah;1;31/12/2025 12.43;0;0,159050926;;;
Pengguna Google;gimana ini DANA....!!?? saya baru saja nerima transfer an 150rb kok tiba² udah berkurang saja? ini maksudnya apa dr 150rb jadi 141rb ini maksudnya gimana? saya perlu penjelasan sejelas-jelasnya..!!;2;31/12/2025 12.42;0;0,157638889;;;
Pengguna Google;sngt membantu;5;31/12/2025 12.41;0;0,155555556;;;
Pengguna Google;memudahkan dalam bertransaksi;5;31/12/2025 12.41;0;0,159050926;;;
Pengguna Google;padahal dana pin saya ga ada yg tau ada saldo 335rb sore baru di isi dari mandiri pindahin ke dana, dan malam nya isi saldo 335rb tiba² ga ada, pas di cek aktivitas ada yg transaksi di lazada sedangkan saya ga pernah memakai aplikasi lazada tolong di baca&dikembalikan saldo dana saya terimakasih! Kami mohon maaf atas ketidaknyamanan ini. Setelah kami periksa, transaksi ke Lazada sudah valid dan tidak dapat dikembalikan. Proses pengikatan ke Lazada sudah diverifikasi dengan PIN dan OTP yang dik;5;31/12/2025 12.40;0;0,159050926;;;
Pengguna Google;oke bagus;5;31/12/2025 12.40;0;;;;
Pengguna Google;sangat praktis;5;31/12/2025 12.39;0;;;;
Pengguna Google;ok;5;31/12/2025 12.39;0;0,159050926;;;
Pengguna Google;Gak bisa top up jadi duitnya sayang, mau top up tapi di tolak dana katanya dana menolak pembayaran ini;1;31/12/2025 12.36;0;;;;
Pengguna Google;mantap;5;31/12/2025 12.35;0;0,159050926;;;
Pengguna Google;dana mempermudah transaksi on line;3;31/12/2025 12.34;0;0,159050926;;;
Pengguna Google;barusan tadi pagi aku isi saldo sejumlah 100k,anehhya pas sore uang ku malah hilang sejumlah 99k,padahal belum ku pake,gimana sih? aku juga udah pake ktp loh. ini g cuma sekali doang,kejadiannya udh berkali-kali;1;31/12/2025 12.34;0;0,157638889;;;
Pengguna Google;dana lama lama ga jelas sinyal ilang mulu saldo tiba tiba kesedot;5;31/12/2025 12.34;0;0,154872685;;;
Pengguna Google;mantul;5;31/12/2025 12.32;0;0,159050926;;;
Pengguna Google;memudahkan transaksi aq;5;31/12/2025 12.31;0;;;;
Pengguna Google;bagus;5;31/12/2025 12.31;0;0,159050926;;;
Pengguna Google;Dana ini sangat membantu untuk bertransaksi kemanapun...;5;31/12/2025 12.29;0;0,159050926;;;
Pengguna Google;sanggat membantu;5;31/12/2025 12.28;0;;;;
Pengguna Google;nice;5;31/12/2025 12.28;0;;;;
Pengguna Google;sangat membantu;5;31/12/2025 12.27;0;0,159050926;;;
Pengguna Google;pengaktifan;5;31/12/2025 12.26;0;0,158344907;;;
Pengguna Google;lanjutkan;5;31/12/2025 12.25;0;;;;
Pengguna Google;dana terpercaya untuk kita kedepan;5;31/12/2025 12.25;0;0,159050926;;;
